"ASGN","ASGN Incorporated","Information Technology Services","4.16B"
"ASH","Ashland Inc.","Specialty Chemicals","4.69B"
"ASIX","AdvanSix Inc.","Chemicals","731.08M"
"ASLE","AerSale Corporation","Airports & Air Services","322.82M"
"ASM","Avino Silver & Gold Mines Ltd.","Other Precious Metals & Mining","123.75M"
"ASMB","Assembly Biosciences, Inc.","Biotechnology","88.11M"
"ASML","ASML Holding N.V.","Semiconductor Equipment & Materials","318.42B"
"ASND","Ascendis Pharma A/S","Biotechnology","7.49B"
"ASNS","Actelis Networks, Inc.","Communication Equipment","8.90M"
"ASO","Academy Sports and Outdoors, Inc.","Specialty Retail","3.54B"
"ASPI","ASP Isotopes Inc.","Chemicals","142.41M"
"ASPN","Aspen Aerogels, Inc.","Building Products & Equipment","1.44B"
"ASPS","Altisource Portfolio Solutions S.A.","Real Estate Services","37.95M"
"ASR","Grupo Aeroportuario del Sureste, S. A. B. de C. V.","Airports & Air Services","8.33B"
"ASRT","Assertio Holdings, Inc.","Drug Manufacturers - Specialty & Generic","122.71M"
"ASRV","AmeriServ Financial, Inc.","Banks - Regional","39.48M"
"ASST","Asset Entities Inc.","Internet Content & Information","11.55M"
"ASTC","Astrotech Corporation","Aerospace & Defense","13.97M"
"ASTE","Astec Industries, Inc.","Farm & Heavy Construction Machinery","730.08M"
"ASTH","Astrana Health, Inc.","Medical Care Facilities","2.51B"
"ASTI","Ascent Solar Technologies, Inc.","Solar","7.27M"
"ASTL","Algoma Steel Group Inc.","Steel","983.77M"
"ASTS","AST SpaceMobile, Inc.","Communication Equipment","4.98B"
"ASUR","Asure Software, Inc.","Software - Application","232.32M"
"ASX","ASE Technology Holding Co., Ltd.","Semiconductors","19.28B"
"ASXC","Asensus Surgical, Inc.","Medical Devices","86.99M"
"ASYS","Amtech Systems, Inc.","Semiconductor Equipment & Materials","79.71M"
"ATAI","Atai Life Sciences N.V.","Biotechnology","232.69M"
"ATAT","Atour Lifestyle Holdings Limited","Lodging","2.32B"
"ATCH","AtlasClear Holdings Inc.","Software - Infrastructure","3.36M"
"ATEC","Alphatec Holdings, Inc.","Medical Devices","884.90M"
"ATEK","Athena Technology Acquisition Corp. II","Shell Companies","137.78M"
"ATEN","A10 Networks, Inc.","Software - Infrastructure","962.48M"
"ATER","Aterian, Inc.","Furnishings, Fixtures & Appliances","23.76M"
"ATEX","Anterix Inc.","Telecom Services","713.25M"
"ATGE","Adtalem Global Education Inc.","Education & Training Services","2.85B"
"ATGL","Alpha Technology Group Limited","Software - Infrastructure","50.52M"
"ATHA","Athira Pharma, Inc.","Biotechnology","123.04M"
"ATHE","Alterity Therapeutics Limited","Biotechnology","12.91M"
"ATHM","Autohome Inc.","Internet Content & Information","3.14B"
"ATI","ATI Inc.","Metal Fabrication","7.74B"
"ATIF","ATIF Holdings Limited","Capital Markets","9.27M"
"ATIP","ATI Physical Therapy, Inc.","Medical Care Facilities","28.79M"
"ATKR","Atkore Inc.","Electrical Equipment & Parts","4.45B"
"ATLC","Atlanticus Holdings Corporation","Credit Services","449.24M"
"ATLO","Ames National Corporation","Banks - Regional","169.95M"
"ATLX","Atlas Lithium Corporation","Other Precious Metals & Mining","148.02M"
"ATMC","AlphaTime Acquisition Corp","Shell Companies","76.50M"
"ATMU","Atmus Filtration Technologies Inc.","Pollution & Treatment Controls","2.58B"
"ATMV","AlphaVest Acquisition Corp","Shell Companies","77.77M"
"ATNF","180 Life Sciences Corp.","Biotechnology","1.79M"
"ATNI","ATN International, Inc.","Telecom Services","432.25M"
"ATNM","Actinium Pharmaceuticals, Inc.","Biotechnology","183.76M"
"ATO","Atmos Energy Corporation","Utilities - Regulated Gas","19.61B"
"ATOM","Atomera Incorporated","Semiconductor Equipment & Materials","85.64M"
"ATOS","Atossa Therapeutics, Inc.","Biotechnology","153.42M"
"ATPC","Agape ATP Corporation","Packaged Foods","11.31M"
"ATR","AptarGroup, Inc.","Medical Instruments & Supplies","9.67B"
"ATRA","Atara Biotherapeutics, Inc.","Biotechnology","44.48M"
"ATRC","AtriCure, Inc.","Medical Instruments & Supplies","1.07B"
"ATRI","Atrion Corporation","Medical Instruments & Supplies","806.59M"
"ATRO","Astronics Corporation","Aerospace & Defense","702.93M"
"ATS","ATS Corporation","Specialty Industrial Machinery","2.73B"
"ATSG","Air Transport Services Group, Inc.","Airlines","970.08M"
"ATUS","Altice USA, Inc.","Telecom Services","823.33M"
"ATXG","Addentax Group Corp.","Integrated Freight & Logistics","3.93M"
"ATXI","Avenue Therapeutics, Inc.","Biotechnology","2.47M"
"ATXS","Astria Therapeutics, Inc.","Biotechnology","573.84M"
"ATYR","aTyr Pharma, Inc.","Biotechnology","126.29M"
"AU","AngloGold Ashanti Limited","Gold","11.50B"
"AUB","Atlantic Union Bankshares Corporation","Banks - Regional","3.38B"
"AUBN","Auburn National Bancorporation, Inc.","Banks - Regional","61.49M"
"AUDC","AudioCodes Ltd.","Communication Equipment","325.91M"
"AUGX","Augmedix, Inc.","Health Information Services","111.25M"
"AUID","authID Inc.","Software - Infrastructure","93.26M"
"AULT","Ault Alliance, Inc.","Aerospace & Defense","8.75M"
"AUMN","Golden Minerals Company","Other Precious Metals & Mining","5.83M"
"AUNA","Auna S.A.","Medical Care Facilities","242.70M"
"AUPH","Aurinia Pharmaceuticals Inc.","Biotechnology","786.60M"
"AUR","Aurora Innovation, Inc.","Information Technology Services","6.01B"
"AURA","Aura Biosciences, Inc.","Biotechnology","457.78M"
"AUST","Austin Gold Corp.","Gold","13.40M"
"AUTL","Autolus Therapeutics plc","Biotechnology","1.20B"
"AUUD","Auddia Inc.","Software - Application","3.30M"
"AVA","Avista Corporation","Utilities - Diversified","3.10B"
"AVAH","Aveanna Healthcare Holdings Inc.","Medical Care Facilities","752.20M"
"AVAL","Grupo Aval Acciones y Valores S.A.","Banks - Regional","2.42B"
"AVAV","AeroVironment, Inc.","Aerospace & Defense","4.68B"
"AVB","AvalonBay Communities, Inc.","REIT - Residential","29.86B"
"AVBP","ArriVent BioPharma, Inc.","Biotechnology","729.83M"
"AVD","American Vanguard Corporation","Agricultural Inputs","247.66M"
"AVDL","Avadel Pharmaceuticals plc","Drug Manufacturers - Specialty & Generic","1.57B"
"AVDX","AvidXchange Holdings, Inc.","Software - Infrastructure","1.61B"
"AVGO","Broadcom Inc.","Semiconductors","669.46B"
"AVGR","Avinger, Inc.","Medical Instruments & Supplies","2.68M"
"AVIR","Atea Pharmaceuticals, Inc.","Biotechnology","290.57M"
"AVNS","Avanos Medical, Inc.","Medical Devices","1.10B"
"AVNT","Avient Corporation","Specialty Chemicals","3.91B"
"AVNW","Aviat Networks, Inc.","Communication Equipment","357.36M"
"AVO","Mission Produce, Inc.","Food Distribution","772.21M"
"AVPT","AvePoint, Inc.","Software - Infrastructure","1.90B"
"AVT","Avnet, Inc.","Electronics & Computer Distribution","4.59B"
"AVTE","Aerovate Therapeutics, Inc.","Biotechnology","49.86M"
"AVTR","Avantor, Inc.","Specialty Chemicals","17.40B"
"AVTX","Avalo Therapeutics, Inc.","Biotechnology","11.17M"
"AVXL","Anavex Life Sciences Corp.","Biotechnology","550.75M"
"AVY","Avery Dennison Corporation","Packaging & Containers","16.94B"
"AWH","Aspira Women's Health Inc.","Diagnostics & Research","16.85M"
"AWI","Armstrong World Industries, Inc.","Building Products & Equipment","5.52B"
"AWK","American Water Works Company, Inc.","Utilities - Regulated Water","28.71B"
"AWR","American States Water Company","Utilities - Regulated Water","3.18B"
"AWRE","Aware, Inc.","Software - Application","42.80M"
"AWX","Avalon Holdings Corporation","Waste Management","8.89M"
"AX","Axos Financial, Inc.","Banks - Regional","3.83B"
"AXDX","Accelerate Diagnostics, Inc.","Medical Devices","28.22M"
"AXGN","AxoGen, Inc.","Medical Devices","354.01M"
"AXIL","AXIL Brands, Inc.","Consumer Electronics","32.33M"
"AXL","American Axle & Manufacturing Holdings, Inc.","Auto Parts","782.90M"
"AXNX","Axonics, Inc.","Medical Devices","3.49B"
"AXON","Axon Enterprise, Inc.","Aerospace & Defense","22.06B"
"AXP","American Express Company","Credit Services","165.13B"
"AXR","AMREP Corporation","Real Estate - Development","127.78M"
"AXS","AXIS Capital Holdings Limited","Insurance - Specialty","6.19B"
"AXSM","Axsome Therapeutics, Inc.","Biotechnology","4.01B"
"AXTA","Axalta Coating Systems Ltd.","Specialty Chemicals","7.77B"
"AXTI","AXT, Inc.","Semiconductor Equipment & Materials","118.99M"
"AY","Atlantica Sustainable Infrastructure plc","Utilities - Renewable","2.57B"
"AYI","Acuity Brands, Inc.","Electrical Equipment & Parts","7.08B"
"AYRO","Ayro, Inc.","Auto Manufacturers","3.92M"
"AYTU","Aytu BioPharma, Inc.","Drug Manufacturers - Specialty & Generic","15.05M"
"AZ","A2Z Smart Technologies Corp.","Aerospace & Defense","31.03M"
"AZEK","The AZEK Company Inc.","Building Products & Equipment","6.14B"
"AZN","AstraZeneca PLC","Drug Manufacturers - General","253.66B"
"AZO","AutoZone, Inc.","Specialty Retail","54.28B"
"AZPN","Aspen Technology, Inc.","Software - Application","11.52B"
"AZTA","Azenta, Inc.","Medical Instruments & Supplies","3.06B"
"AZTR","Azitra, Inc.","Biotechnology","5.04M"
"AZUL","Azul S.A.","Airlines","481.45M"
"AZZ","AZZ Inc.","Specialty Business Services","2.22B"
"B","Barnes Group Inc.","Specialty Industrial Machinery","1.93B"
"BA","The Boeing Company","Aerospace & Defense","104.72B"
"BABA","Alibaba Group Holding Limited","Internet Retail","165.99B"
"BAC","Bank of America Corporation","Banks - Diversified","291.61B"
"BACA","Berenson Acquisition Corp. I","Shell Companies","84.04M"
"BACK","IMAC Holdings, Inc.","Medical Care Facilities","2.96M"
"BAER","Bridger Aerospace Group Holdings, Inc.","Security & Protection Services","174.36M"
"BAFN","BayFirst Financial Corp.","Banks - Regional","52.71M"
"BAH","Booz Allen Hamilton Holding Corporation","Consulting Services","18.60B"
"BAK","Braskem S.A.","Chemicals","2.38B"
"BALL","Ball Corporation","Packaging & Containers","20.10B"
"BALY","Bally's Corporation","Resorts & Casinos","696.28M"
"BAM","Brookfield Asset Management Ltd.","Asset Management","17.10B"
"BANC","Banc of California, Inc.","Banks - Regional","2.17B"
"BAND","Bandwidth Inc.","Software - Infrastructure","410.79M"
"BANF","BancFirst Corporation","Banks - Regional","3.34B"
"BANL","CBL International Limited","Oil & Gas Midstream","18.49M"
"BANR","Banner Corporation","Banks - Regional","1.89B"
"BANX","ArrowMark Financial Corp.","Asset Management","137.28M"
"BAOS","Baosheng Media Group Holdings Limited","Advertising Agencies","3.10M"
"BAP","Credicorp Ltd.","Banks - Regional","12.91B"
"BARK","BARK, Inc.","Specialty Retail","241.55M"
"BASE","Couchbase, Inc.","Software - Infrastructure","867.34M"
"BATL","Battalion Oil Corporation","Oil & Gas Exploration & Production","53.48M"
"BATRA","Atlanta Braves Holdings Inc","Entertainment","2.58B"
"BATRK","Atlanta Braves Holdings Inc","Entertainment","2.60B"
"BAX","Baxter International Inc.","Medical Instruments & Supplies","17.97B"
"BAYA","Bayview Acquisition Corp","Shell Companies","79.72M"
"BB","BlackBerry Limited","Software - Infrastructure","1.31B"
"BBAI","BigBear.ai Holdings, Inc.","Information Technology Services","329.74M"
"BBAR","Banco BBVA Argentina S.A.","Banks - Regional","2.10B"
"BBCP","Concrete Pumping Holdings, Inc.","Engineering & Construction","344.20M"
"BBD","Banco Bradesco S.A.","Banks - Regional","21.99B"
"BBDC","Barings BDC, Inc.","Asset Management","1.03B"
"BBDO","Banco Bradesco S.A.","Banks - Regional","22.03B"
"BBGI","Beasley Broadcast Group, Inc.","Broadcasting","14.60M"
"BBIO","BridgeBio Pharma, Inc.","Biotechnology","4.90B"
"BBLG","Bone Biologics Corporation","Medical Devices","2.99M"
"BBSI","Barrett Business Services, Inc.","Staffing & Employment Services","932.12M"
"BBU","Brookfield Business Partners L.P.","Conglomerates","1.49B"
"BBUC","Brookfield Business Corporation","Asset Management","1.56B"
"BBVA","Banco Bilbao Vizcaya Argentaria, S.A.","Banks - Diversified","55.68B"
"BBW","Build-A-Bear Workshop, Inc.","Specialty Retail","351.34M"
"BBWI","Bath & Body Works, Inc.","Specialty Retail","7.41B"
"BBY","Best Buy Co., Inc.","Specialty Retail","17.77B"
"BC","Brunswick Corporation","Recreational Vehicles","5.22B"
"BCAB","BioAtla, Inc.","Biotechnology","76.50M"
"BCAL","Southern California Bancorp","Banks - Regional","283.66M"
"BCAN","Femto Technologies Inc.","Software - Application","6.18M"
"BCBP","BCB Bancorp, Inc.","Banks - Regional","195.52M"
"BCC","Boise Cascade Company","Building Materials","5.09B"
"BCDA","BioCardia, Inc.","Biotechnology","5.46M"
"BCE","BCE Inc.","Telecom Services","31.32B"
"BCG","Binah Capital Group, Inc.","Asset Management","62.62M"
"BCH","Banco de Chile","Banks - Regional","11.79B"
"BCLI","Brainstorm Cell Therapeutics Inc.","Biotechnology","25.66M"
"BCML","BayCom Corp","Banks - Regional","249.60M"
"BCO","The Brink's Company","Security & Protection Services","4.54B"
"BCOV","Brightcove Inc.","Software - Application","98.97M"
"BCOW","1895 Bancorp of Wisconsin, Inc.","Banks - Regional","53.42M"
"BCPC","Balchem Corporation","Specialty Chemicals","5.56B"
"BCRX","BioCryst Pharmaceuticals, Inc.","Biotechnology","1.45B"
"BCS","Barclays PLC","Banks - Diversified","39.45B"
"BCSA","Blockchain Coinvestors Acquisition Corp. I","Shell Companies","144.74M"
"BCSF","Bain Capital Specialty Finance, Inc.","Asset Management","1.05B"
"BCTX","BriaCell Therapeutics Corp.","Biotechnology","12.80M"
"BCYC","Bicycle Therapeutics plc","Biotechnology","1.08B"
"BDC","Belden Inc.","Communication Equipment","4.04B"
"BDL","Flanigan's Enterprises, Inc.","Restaurants","49.25M"
"BDN","Brandywine Realty Trust","REIT - Office","845.85M"
"BDRX","Biodexa Pharmaceuticals Plc","Biotechnology","156.25K"
"BDSX","Biodesix, Inc.","Diagnostics & Research","185.79M"
"BDTX","Black Diamond Therapeutics, Inc.","Biotechnology","324.02M"
"BDX","Becton, Dickinson and Company","Medical Instruments & Supplies","69.90B"
"BE","Bloom Energy Corporation","Electrical Equipment & Parts","2.68B"
"BEAM","Beam Therapeutics Inc.","Biotechnology","2.26B"
"BEAT","HeartBeam, Inc.","Health Information Services","62.93M"
"BECN","Beacon Roofing Supply, Inc.","Industrial Distribution","5.43B"
"BEDU","Bright Scholar Education Holdings Limited","Education & Training Services","64.51M"
"BEEM","Beam Global","Solar","76.47M"
"BEEP","Mobile Infrastructure Corporation","Infrastructure Operations","80.34M"
"BEKE","KE Holdings Inc.","Real Estate Services","16.67B"
"BELFA","Bel Fuse Inc.","Electronic Components","855.93M"
"BELFB","Bel Fuse Inc.","Electronic Components","846.51M"
"BEN","Franklin Resources, Inc.","Asset Management","11.44B"
"BENF","Beneficient","Asset Management","11.72M"
"BEP","Brookfield Renewable Partners L.P.","Utilities - Renewable","15.83B"
"BEPC","Brookfield Renewable Corporation","Utilities - Renewable","5.00B"
"BERY","Berry Global Group, Inc.","Packaging & Containers","7.20B"
"BEST","BEST Inc.","Trucking","52.17M"
"BETR","Better Home & Finance Holding Company","Mortgage Finance","348.37M"
"BF.A","Brown-Forman Corporation","Beverages - Wineries & Distilleries","21.49B"
"BF.B","Brown-Forman Corporation","Beverages - Wineries & Distilleries","21.54B"
"BFAC","Battery Future Acquisition Corp.","Shell Companies","136.74M"
"BFAM","Bright Horizons Family Solutions Inc.","Personal Services","7.84B"
"BFC","Bank First Corporation","Banks - Regional","876.28M"
"BFH","Bread Financial Holdings, Inc.","Credit Services","2.30B"
"BFI","BurgerFi International, Inc.","Restaurants","12.36M"
"BFIN","BankFinancial Corporation","Banks - Regional","147.41M"
"BFLY","Butterfly Network, Inc.","Medical Devices","238.10M"
"BFRG","Bullfrog AI Holdings, Inc.","Health Information Services","23.94M"
"BFRI","Biofrontera Inc.","Drug Manufacturers - Specialty & Generic","5.60M"
"BFS","Saul Centers, Inc.","REIT - Retail","931.69M"
"BFST","Business First Bancshares, Inc.","Banks - Regional","582.98M"
"BG","Bunge Global SA","Farm Products","13.94B"
"BGC","BGC Group, Inc","Capital Markets","4.26B"
"BGFV","Big 5 Sporting Goods Corporation","Specialty Retail","41.33M"
"BGI","Birks Group Inc.","Luxury Goods","48.49M"
"BGLC","BioNexus Gene Lab Corp.","Specialty Chemicals","8.45M"
"BGNE","BeiGene, Ltd.","Biotechnology","18.02B"
"BGS","B&G Foods, Inc.","Packaged Foods","676.68M"
"BGSF","BGSF, Inc.","Staffing & Employment Services","91.48M"
"BGXX","Bright Green Corporation","Drug Manufacturers - Specialty & Generic","44.35M"
"BH","Biglari Holdings Inc.","Restaurants","576.88M"
"BH.A","Biglari Holdings Inc.","Restaurants","624.73M"
"BHAC","Focus Impact BH3 Acquisition Co.","Shell Companies","92.19M"
"BHAT","Blue Hat Interactive Entertainment Technology","Electronic Gaming & Multimedia","51.10M"
"BHB","Bar Harbor Bankshares","Banks - Regional","451.64M"
"BHC","Bausch Health Companies Inc.","Drug Manufacturers - Specialty & Generic","2.07B"
"BHE","Benchmark Electronics, Inc.","Electronic Components","1.50B"
"BHF","Brighthouse Financial, Inc.","Insurance - Life","2.85B"
"BHIL","Benson Hill, Inc.","Agricultural Inputs","38.83M"
"BHLB","Berkshire Hills Bancorp, Inc.","Banks - Regional","1.11B"
"BHM","Bluerock Homes Trust, Inc.","REIT - Residential","73.74M"
"BHP","BHP Group Limited","Other Industrial Metals & Mining","136.92B"
"BHR","Braemar Hotels & Resorts Inc.","REIT - Hotel & Motel","205.42M"
"BHRB","Burke & Herbert Financial Services Corp.","Banks - Regional","912.70M"
"BHVN","Biohaven Pharmaceutical Holding Company Ltd.","Biotechnology","3.17B"
"BIAF","bioAffinity Technologies, Inc.","Diagnostics & Research","20.17M"
"BIDU","Baidu, Inc.","Internet Content & Information","31.84B"
"BIG","Big Lots, Inc.","Discount Stores","28.69M"
"BIGC","BigCommerce Holdings, Inc.","Software - Application","476.78M"
"BIIB","Biogen Inc.","Drug Manufacturers - General","29.94B"
"BILI","Bilibili Inc.","Electronic Gaming & Multimedia","6.51B"
"BILL","BILL Holdings, Inc.","Software - Application","4.96B"
"BIMI","BIMI International Medical Inc.","Pharmaceutical Retailers","4.74M"
"BIO","Bio-Rad Laboratories, Inc.","Medical Devices","9.60B"
"BIO.B","Bio-Rad Laboratories, Inc.","Medical Devices","9.25B"
"BIOR","Biora Therapeutics, Inc.","Biotechnology","21.96M"
"BIOX","Bioceres Crop Solutions Corp.","Agricultural Inputs","635.82M"
"BIP","Brookfield Infrastructure Partners L.P.","Utilities - Diversified","14.01B"
"BIPC","Brookfield Infrastructure Corporation","Utilities - Regulated Gas","4.99B"
"BIRD","Allbirds, Inc.","Apparel Retail","89.75M"
"BIRK","Birkenstock Holding plc","Footwear & Accessories","10.51B"
"BITF","Bitfarms Ltd.","Capital Markets","868.92M"
"BIVI","BioVie Inc.","Biotechnology","22.02M"
"BJ","BJ's Wholesale Club Holdings, Inc.","Discount Stores","11.53B"
